id,Booking_status,Probability
48245,0,0.03489147
48246,0,0.18415287
48247,1,0.77363575
48248,0,0.25604147
48249,1,0.6802103
48250,0,0.28325516
48251,0,0.16086318
48252,0,0.338001
48253,1,0.5047951
48254,0,0.0656488
48255,0,0.06024551
48256,0,0.023704138
48257,1,0.83041155
48258,0,0.33124572
48259,1,0.5062153
48260,1,0.59313184
48261,0,0.25245377
48262,0,0.15339673
48263,0,0.23597369
48264,1,0.56456214
48265,1,0.7294391
48266,0,0.12989339
48267,0,0.07401201
48268,0,0.2149396
48269,0,0.0002737269
48270,1,0.7361942
48271,0,0.07911868
48272,1,0.5427105
48273,1,0.5364973
48274,0,0.21038893
48275,0,0.26040938
48276,0,0.015877318
48277,1,0.70022196
48278,0,0.06589064
48279,0,0.06279679
48280,0,0.27651238
48281,0,0.30261028
48282,0,0.4020734
48283,1,0.9410288
48284,0,0.48151034
48285,0,0.1869969
48286,0,0.45855814
48287,0,0.188764
48288,0,0.14189667
48289,0,0.19932556
48290,0,0.072367854
48291,1,0.54810286
48292,0,0.072041236
48293,0,0.39636254
48294,1,0.6766044
48295,0,0.49560335
48296,0,0.43588987
48297,0,0.3325991
48298,0,1.3204202e-08
48299,1,0.7973317
48300,0,0.004637312
48301,0,0.4163704
48302,0,0.038703352
48303,0,0.001591363
48304,1,0.6222577
48305,0,0.34309036
48306,1,0.65289587
48307,1,0.7790499
48308,1,0.8459342
48309,0,0.14117078
48310,1,0.5049639
48311,1,0.61806583
48312,0,0.019128704
48313,0,0.100704655
48314,0,0.46643502
48315,1,0.7301479
48316,0,0.06322506
48317,1,0.87836677
48318,0,0.02705915
48319,1,0.86642647
48320,1,0.6363576
48321,0,0.043403458
48322,1,0.7252804
48323,0,0.2699271
48324,0,0.14742774
48325,1,0.64299166
48326,1,0.79788613
48327,1,0.5465655
48328,0,0.23147051
48329,0,0.48327482
48330,1,0.727035
48331,0,0.062344413
48332,1,0.6905183
48333,1,0.7582298
48334,0,0.03422678
48335,0,0.18981932
48336,0,0.24643809
48337,0,0.37302366
48338,1,0.522714
48339,0,0.063825294
48340,1,0.7639502
48341,0,0.2839688
48342,0,0.19596401
48343,0,0.24365394
48344,1,0.5234657
48345,0,0.13204938
48346,0,0.0065126563
48347,0,0.11492768
48348,0,0.3071588
48349,1,0.62466633
48350,0,0.4518769
48351,1,0.9457743
48352,0,0.028313112
48353,1,0.5509534
48354,1,0.6836975
48355,1,0.5351798
48356,0,1.0379565e-05
48357,0,0.26552922
48358,1,0.7194439
48359,1,0.66457266
48360,0,0.4605261
48361,1,0.6514315
48362,0,0.3197617
48363,1,0.7182855
48364,0,0.18462509
48365,1,0.6456683
48366,0,0.10904422
48367,1,0.64046687
48368,1,0.6363897
48369,0,0.48390993
48370,1,0.8439713
48371,1,0.76971436
48372,1,0.52377635
48373,1,0.6229661
48374,1,0.8253277
48375,0,0.4880211
48376,0,0.041175954
48377,1,0.6740433
48378,1,0.69027096
48379,0,0.009229986
48380,0,0.03552911
48381,0,0.01188875
48382,1,0.8490668
48383,0,0.048653934
48384,0,0.09740702
48385,0,0.09671952
48386,0,0.0064505194
48387,0,0.017807491
48388,0,0.388677
48389,0,0.0019389883
48390,0,0.23780726
48391,1,0.91210276
48392,1,0.61913806
48393,1,0.5402229
48394,0,0.09816442
48395,1,0.919836
48396,0,0.09875824
48397,0,0.26905546
48398,0,0.48731506
48399,0,0.35225618
48400,0,0.23922417
48401,0,0.3631151
48402,0,0.3073434
48403,1,0.6689355
48404,0,0.011278526
48405,0,0.35783994
48406,0,0.20423983
48407,0,0.026391553
48408,0,0.30598173
48409,1,0.86395615
48410,1,0.6287589
48411,0,0.36837998
48412,0,0.4243651
48413,1,0.8642217
48414,0,0.04110349
48415,1,0.52294135
48416,1,0.8910835
48417,0,0.0028859742
48418,0,0.06379796
48419,0,0.112918474
48420,0,0.35618484
48421,0,0.046213664
48422,0,0.3924619
48423,0,0.35047323
48424,1,0.66768277
48425,1,0.5341448
48426,1,0.75254077
48427,1,0.8924582
48428,0,0.41538805
48429,0,0.13413711
48430,0,0.060963072
48431,0,0.22806221
48432,1,0.86890495
48433,0,0.15465376
48434,1,0.9113011
48435,0,0.1979828
48436,1,0.8689959
48437,0,0.25871906
48438,0,0.26947713
48439,1,0.5595679
48440,1,0.6046827
48441,0,0.081401
48442,0,0.48817235
48443,0,0.08515915
48444,1,0.53594756
48445,0,0.23053867
48446,1,0.6634606
48447,1,0.8413872
48448,0,0.31175408
48449,1,0.53706056
48450,0,0.24460426
48451,1,0.5422808
48452,1,0.74611664
48453,1,0.6604074
48454,0,0.013571601
48455,0,0.09513437
48456,0,0.47597253
48457,0,0.35741574
48458,1,0.526192
48459,0,0.25953662
48460,1,0.5968176
48461,1,0.81034726
48462,1,0.918051
48463,0,0.46622065
48464,0,0.32583505
48465,1,0.6964859
48466,1,0.89019024
48467,1,0.73479265
48468,1,0.6521434
48469,1,0.87296945
48470,0,0.2555402
48471,1,0.7263588
48472,1,0.5939936
48473,0,0.09878165
48474,0,0.17555495
48475,0,0.09310166
48476,1,0.6890136
48477,0,0.4517344
48478,0,0.19344883
48479,1,0.5360883
48480,0,0.00043496687
48481,0,0.42270806
48482,0,0.45297307
48483,0,0.24514402
48484,1,0.7691118
48485,0,0.00047504308
48486,0,0.42876658
48487,1,0.87552845
48488,1,0.89134485
48489,0,0.43887788
48490,0,0.14599028
48491,0,0.29236218
48492,0,0.29760945
48493,1,0.69249725
48494,1,0.6734934
48495,1,0.64156526
48496,0,0.20189618
48497,0,0.2903577
48498,1,0.7252522
48499,0,0.21454579
48500,0,0.18133496
48501,0,0.012273681
48502,0,0.40379596
48503,0,0.30185437
48504,0,0.2852416
48505,1,0.71153265
48506,1,0.61028486
48507,0,0.18882123
48508,0,0.45279574
48509,0,0.22076313
48510,0,0.001517857
48511,1,0.8648427
48512,0,0.022814875
48513,0,0.0041872794
48514,1,0.8118285
48515,1,0.55932075
48516,0,0.39685273
48517,0,0.087185435
48518,0,0.43477306
48519,0,0.007838288
48520,1,0.83232445
48521,1,0.5036994
48522,0,0.3139
48523,0,0.25937945
48524,0,0.41383925
48525,0,0.15152769
48526,1,0.51752967
48527,1,0.7340345
48528,1,0.7440317
48529,0,0.1102531
48530,0,0.00698253
48531,0,0.2370442
48532,0,0.21368767
48533,0,0.36182758
48534,0,0.10023368
48535,0,0.25220236
48536,1,0.78910315
48537,1,0.556305
48538,0,0.41576776
48539,0,0.34900072
48540,1,0.60976017
48541,1,0.78254795
48542,1,0.8640893
48543,0,0.21639554
48544,0,0.14613165
48545,0,0.25443506
48546,0,0.43169233
48547,0,0.2148329
48548,0,0.2903885
48549,1,0.67927974
48550,1,0.55622506
48551,0,0.24760447
48552,0,0.15881455
48553,0,0.13487403
48554,0,0.26345453
48555,0,0.46558753
48556,0,0.031778235
48557,1,0.80066246
48558,1,0.74928904
48559,0,0.18191446
48560,0,0.19423133
48561,1,0.504042
48562,0,0.17999958
48563,1,0.719432
48564,1,0.60141444
48565,0,0.031360894
48566,1,0.6298445
48567,1,0.7600075
48568,0,0.41321373
48569,1,0.8141184
48570,1,0.75058407
48571,0,0.49775457
48572,1,0.5948164
48573,0,0.17025298
48574,1,0.83496535
48575,0,0.060189504
48576,0,0.00019583355
48577,1,0.7685557
48578,0,0.043721307
48579,0,1.708235e-09
48580,0,0.035339486
48581,1,0.9021516
48582,1,0.7915226
48583,1,0.5123913
48584,1,0.6227759
48585,1,0.7113608
48586,0,0.1932469
48587,0,2.0444188e-05
48588,0,0.1547986
48589,0,0.013918704
48590,0,0.06767049
48591,0,0.47459996
48592,0,0.15189652
48593,0,0.19183369
48594,0,0.0037532074
48595,1,0.74251443
48596,0,0.025977064
48597,1,0.8027521
48598,1,0.82691354
48599,0,0.46661258
48600,1,0.6999527
48601,1,0.6129472
48602,0,3.8546315e-07
48603,1,0.7999252
48604,0,0.16942179
48605,0,0.31612155
48606,0,0.26508534
48607,0,0.033279814
48608,0,0.13706617
48609,1,0.84434336
48610,0,0.024004553
48611,0,0.11819032
48612,0,0.11157536
48613,0,4.007853e-06
48614,0,0.2089802
48615,1,0.6504778
48616,1,0.8923902
48617,0,0.36588335
48618,1,0.8420892
48619,0,0.34943533
48620,0,0.26323292
48621,1,0.8335475
48622,0,0.42156416
48623,1,0.7721293
48624,0,0.26273867
48625,0,0.065958284
48626,0,0.41322267
48627,1,0.9515719
48628,0,0.026204696
48629,0,0.35385776
48630,0,0.10119359
48631,1,0.7418257
48632,0,0.29453307
48633,0,0.11696807
48634,0,0.049845282
48635,0,0.31144232
48636,1,0.645796
48637,0,0.38004985
48638,0,0.21624042
48639,0,0.31861037
48640,0,0.030013723
48641,1,0.7762681
48642,0,0.0007363629
48643,1,0.77533084
48644,0,0.3640801
48645,1,0.6495233
48646,1,0.56134766
48647,0,0.34748816
48648,0,0.31702706
48649,0,0.32172057
48650,0,0.0016883396
48651,0,0.011878704
48652,1,0.8507988
48653,1,0.79001004
48654,0,0.11193728
48655,0,0.22533551
48656,0,0.39577317
48657,0,1.7652083e-06
48658,0,0.11547506
48659,1,0.8546276
48660,1,0.5016831
48661,0,0.43414092
48662,1,0.7381336
48663,0,0.36905712
48664,0,0.3644114
48665,0,0.12915733
48666,0,2.5928515e-16
48667,0,0.35556424
48668,0,0.34792626
48669,0,0.2336142
48670,0,0.038392704
48671,0,0.1422546
48672,0,0.10384997
48673,0,0.34843665
48674,1,0.877442
48675,1,0.84270406
48676,0,0.07180916
48677,1,0.6517013
48678,1,0.6417221
48679,0,0.034564465
48680,0,0.06967522
48681,1,0.95942855
48682,1,0.5912895
48683,1,0.7921963
48684,1,0.7825644
48685,0,0.17376274
48686,1,0.52226657
48687,1,0.792836
48688,1,0.5235548
48689,1,0.62900496
48690,0,0.07388688
48691,0,0.3803898
48692,0,0.3255524
48693,0,0.044487488
48694,0,0.35981584
48695,1,0.74998254
48696,0,0.09232662
48697,0,0.33199942
48698,0,0.24741027
48699,0,0.3996146
48700,1,0.7988519
48701,0,0.23946284
48702,1,0.8161581
48703,0,0.2403072
48704,0,0.291007
48705,1,0.54064095
48706,0,0.2101592
48707,0,0.17891991
48708,0,0.019669173
48709,0,0.4213834
48710,0,0.16819608
48711,0,0.005543347
48712,1,0.92225504
48713,0,0.03890829
48714,0,0.23486826
48715,0,0.09728476
48716,1,0.54189044
48717,0,0.39929858
48718,1,0.754411
48719,1,0.6103179
48720,0,0.13278453
48721,0,0.23726311
48722,1,0.63664955
48723,1,0.8185775
48724,1,0.61637324
48725,0,0.18286474
48726,0,0.0021733867
48727,0,0.1681569
48728,0,0.19732985
48729,0,0.41616732
48730,1,0.84523016
48731,0,0.07667776
48732,1,0.68207115
48733,1,0.73738575
48734,0,0.03401509
48735,0,0.11868113
48736,0,0.0020465222
48737,1,0.5824593
48738,0,0.40325361
48739,0,0.009812773
48740,1,0.7615749
48741,0,0.24079561
48742,1,0.56775993
48743,0,0.31192598
48744,0,0.19370331
48745,0,0.2857313
48746,1,0.5653168
48747,1,0.5626947
48748,0,0.13295658
48749,1,0.61351013
48750,0,0.4704323
48751,0,0.15359975
48752,1,0.6458194
48753,1,0.5268614
48754,1,0.69056606
48755,1,0.8865305
48756,0,0.10477718
48757,0,0.18091385
48758,1,0.77973545
48759,1,0.80023974
48760,0,0.21810819
48761,0,0.39671424
48762,0,0.08484876
48763,0,0.06913697
48764,0,0.19093202
48765,0,4.6270008e-05
48766,0,0.3320549
48767,0,0.40007997
48768,0,0.3593378
48769,1,0.6923453
48770,0,0.4113277
48771,1,0.6369552
48772,1,0.7732426
48773,0,0.099975154
48774,0,0.06189319
48775,1,0.63884044
48776,0,0.049929723
48777,0,0.44393796
48778,0,0.006471076
48779,1,0.73501027
48780,0,0.28658617
48781,0,0.17008957
48782,1,0.5653163
48783,0,0.07680378
48784,1,0.6586805
48785,0,0.20875856
48786,1,0.5442168
48787,0,0.0801021
48788,0,0.20594038
48789,0,0.38322002
48790,0,0.1214979
48791,1,0.7394499
48792,0,0.096791714
48793,0,0.03279852
48794,0,0.31266242
48795,0,0.27701488
48796,0,0.28066593
48797,0,0.22706676
48798,1,0.87249047
48799,0,0.085013166
48800,0,0.43661094
48801,1,0.8404118
48802,1,0.9010136
48803,1,0.91171485
48804,0,0.41845614
48805,1,0.82105774
48806,0,0.027927505
48807,0,0.2889509
48808,0,0.31025022
48809,0,0.28353733
48810,0,0.26898482
48811,0,0.14386082
48812,0,0.008735949
48813,1,0.8449535
48814,1,0.7109192
48815,0,0.05885647
48816,0,0.16407366
48817,0,0.31399456
48818,0,0.03320433
48819,0,0.4707034
48820,0,0.16022532
48821,0,0.04153965
48822,0,0.4493778
48823,0,0.17783718
48824,0,0.43163928
48825,0,0.004197521
48826,0,3.004998e-15
48827,1,0.56180686
48828,0,0.05276654
48829,1,0.8393244
48830,0,0.3361067
48831,0,0.4737671
48832,0,0.12603138
48833,0,0.006011959
48834,1,0.78980577
48835,1,0.81707126
48836,1,0.6413456
48837,0,0.02634936
48838,0,0.31498262
48839,0,0.10590389
48840,1,0.57429916
48841,1,0.83225286
48842,1,0.73569226
48843,0,0.10079523
48844,1,0.59458077
48845,1,0.623828
48846,1,0.9663641
48847,0,0.24094059
48848,1,0.68663424
48849,1,0.7682582
48850,0,0.32382923
48851,0,0.3109458
48852,0,0.1577383
48853,1,0.7700372
48854,0,0.061740976
48855,0,0.11134966
48856,0,0.41206217
48857,0,1.6384627e-05
48858,1,0.5637639
48859,0,0.29026595
48860,0,0.13138519
48861,1,0.7312705
48862,0,0.30068353
48863,1,0.78020144
48864,1,0.55816483
48865,0,0.37650803
48866,0,0.023248848
48867,1,0.69578946
48868,0,0.3812177
48869,0,0.2382446
48870,0,0.115449846
48871,0,0.440488
48872,1,0.82597464
48873,0,0.07791429
48874,0,0.070775256
48875,1,0.6919771
48876,0,0.1381897
48877,1,0.7883764
48878,0,0.21438484
48879,0,0.08022145
48880,1,0.9322271
48881,0,0.05605898
48882,0,0.08051788
48883,0,0.29850847
48884,1,0.59962475
48885,0,0.06708042
48886,1,0.6082716
48887,0,0.042727843
48888,1,0.8799249
48889,0,0.19075976
48890,0,0.17177385
48891,0,0.13959204
48892,1,0.7404033
48893,0,0.23435847
48894,0,0.091908924
48895,0,0.45693755
48896,0,0.38283548
48897,0,0.33265334
48898,1,0.76187485
48899,1,0.61977047
48900,0,0.009922819
48901,0,0.41445467
48902,1,0.87748027
48903,0,0.09202372
48904,0,0.27209687
48905,0,0.21441896
48906,1,0.5961298
48907,0,0.42088825
48908,0,0.07772928
48909,0,0.15782148
48910,1,0.69001466
48911,0,0.34158936
48912,1,0.83014995
48913,1,0.5579178
48914,1,0.7592757
48915,1,0.942597
48916,1,0.5014746
48917,0,0.21464776
48918,0,0.06443585
48919,0,0.43570215
48920,1,0.7426438
48921,0,0.13955665
48922,0,0.00053120253
48923,0,0.004452988
48924,0,2.6205007e-05
48925,1,0.6971752
48926,0,0.1086837
48927,0,0.08015437
48928,0,0.2565737
48929,0,0.41598764
48930,0,0.036658965
48931,0,0.291955
48932,0,0.06041965
48933,0,0.14308584
48934,1,0.61333025
48935,0,0.27431223
48936,1,0.84196365
48937,0,0.1565152
48938,1,0.6353849
48939,0,0.013455211
48940,0,0.11626365
48941,1,0.66294694
48942,1,0.6433527
48943,0,0.45140672
48944,1,0.61020666
48945,0,0.47774038
48946,0,0.27680403
48947,1,0.8198419
48948,0,0.18566303
48949,0,0.13607846
48950,0,0.3980774
48951,0,0.11792415
48952,0,0.09392012
48953,0,0.061637364
48954,0,0.26341355
48955,0,0.038834024
48956,1,0.80308306
48957,0,0.041017134
48958,1,0.5780949
48959,1,0.69813216
48960,1,0.72798777
48961,0,0.22789605
48962,0,0.090650365
48963,0,0.20491688
48964,1,0.72792655
48965,0,0.31435898
48966,0,0.21768057
48967,1,0.79700345
48968,1,0.7057643
48969,1,0.58397454
48970,0,0.25393137
48971,1,0.6585261
48972,0,0.034370217
48973,0,0.44636846
48974,0,0.01310154
48975,1,0.89028627
48976,0,0.061633397
48977,1,0.5876636
48978,0,0.088136286
48979,0,0.31315738
48980,0,0.4751419
48981,1,0.59678495
48982,0,0.07820812
48983,0,0.027322039
48984,1,0.6831176
48985,0,0.07974481
48986,0,0.21050341
48987,0,0.12914355
48988,0,0.03464201
48989,0,0.25552237
48990,0,0.26722953
48991,1,0.50222397
48992,0,0.32973522
48993,1,0.6295899
48994,0,0.0998052
48995,0,0.08059404
48996,0,0.39985335
48997,1,0.83181703
48998,1,0.8319429
48999,0,0.047048677
49000,0,0.39956382
49001,1,0.560858
49002,1,0.84844583
49003,1,0.7700505
49004,1,0.85326153
49005,0,0.36457112
49006,0,6.194652e-07
49007,0,0.15993921
49008,1,0.715505
49009,0,0.07596585
49010,0,0.30543348
49011,0,0.40238208
49012,0,0.06245806
49013,1,0.5066838
49014,0,0.05005474
49015,0,0.29682907
49016,0,0.18161757
49017,0,0.030894598
49018,0,0.34229502
49019,0,0.21033709
49020,0,0.3575722
49021,1,0.563691
49022,0,0.16337207
49023,1,0.7618783
49024,1,0.9243745
49025,0,0.3913746
49026,0,0.43245402
49027,0,0.23110616
49028,0,0.3161307
49029,0,0.035602972
49030,0,0.14771855
49031,1,0.5539167
49032,1,0.74481344
49033,0,0.26988918
49034,0,0.36359447
49035,0,0.00057487824
49036,1,0.674479
49037,0,0.11679397
49038,1,0.51734835
49039,0,0.4905711
49040,0,0.022709956
49041,1,0.86700505
49042,0,0.024306986
49043,1,0.6753626
49044,0,0.37012225
49045,1,0.8744766
49046,1,0.89066064
49047,1,0.8745787
49048,0,0.24978907
49049,0,0.037523642
49050,0,0.08907143
49051,0,0.4726394
49052,0,0.14897369
49053,1,0.76589197
49054,1,0.7177069
49055,0,0.29041204
49056,0,0.009347011
49057,1,0.78612894
49058,0,0.03541087
49059,1,0.733705
49060,1,0.67000353
49061,0,0.4388787
49062,0,0.17622237
49063,1,0.59006906
49064,1,0.55075455
49065,0,0.21397004
49066,0,0.0040534236
49067,1,0.5469631
49068,0,0.35413706
49069,1,0.581437
49070,0,0.0136542795
49071,1,0.9203101
49072,0,0.14663512
49073,1,0.5788533
49074,1,0.741358
49075,0,0.18689613
49076,0,0.43243083
49077,1,0.71797574
49078,0,0.33051306
49079,0,0.061862208
49080,0,0.11802714
49081,1,0.72294843
49082,0,0.24366626
49083,1,0.8428669
49084,1,0.71844345
49085,0,0.0683744
49086,0,0.001721995
49087,1,0.95520943
49088,1,0.5346595
49089,1,0.7792391
49090,1,0.8146372
49091,0,0.3692253
49092,0,0.039875105
49093,0,0.26218307
49094,0,0.48854858
49095,0,0.019304566
49096,1,0.9118468
49097,1,0.7185008
49098,0,0.12696137
49099,0,0.12300594
49100,0,0.38699916
49101,1,0.58133686
49102,0,0.007440586
49103,1,0.6806949
49104,1,0.778645
49105,1,0.8264226
49106,1,0.6071158
49107,0,0.12079094
49108,1,0.7045417
49109,0,0.22246893
49110,0,0.44549915
49111,0,0.087239146
49112,0,0.25687343
49113,0,0.21555592
49114,0,0.058936153
49115,1,0.7677965
49116,1,0.7258724
49117,0,0.3543004
49118,0,0.2290086
49119,0,0.3042001
49120,0,0.12587732
49121,0,0.13277578
49122,0,0.3828336
49123,0,0.053618304
49124,0,0.054108184
49125,1,0.6300773
49126,1,0.6198916
49127,0,0.22370884
49128,0,0.11415474
49129,0,0.07596124
49130,0,0.09088509
49131,1,0.9667513
49132,0,0.44372258
49133,1,0.6951542
49134,1,0.6600337
49135,0,0.29611984
49136,1,0.8529612
49137,1,0.89933014
49138,1,0.5621637
49139,0,0.0652602
49140,1,0.67276865
49141,1,0.80621
49142,1,0.6198587
49143,0,0.110914476
49144,0,0.10188574
49145,0,0.0526445
49146,1,0.7739378
49147,0,0.41019446
49148,1,0.64091086
49149,0,0.16615385
49150,0,0.15197334
49151,0,0.061372872
49152,1,0.75359166
49153,1,0.8333034
49154,0,0.19370118
49155,0,0.04197542
49156,0,0.0034489364
49157,0,0.17173098
49158,0,0.012831944
49159,1,0.58093673
49160,1,0.8670808
49161,0,0.22980459
49162,0,0.3532356
49163,0,0.18491389
49164,0,0.04133217
49165,0,0.42129248
49166,0,0.03512826
49167,1,0.84075814
49168,0,0.36922112
49169,1,0.6483934
49170,0,0.45221063
49171,0,0.00010644856
49172,0,0.39038476
49173,0,0.10072023
49174,0,4.680971e-17
49175,0,0.12500262
49176,1,0.6472353
49177,0,0.16782847
49178,1,0.6272463
49179,0,0.1633392
49180,1,0.58032197
49181,0,0.017833682
49182,0,0.17497665
49183,1,0.8207994
49184,0,0.4995948
49185,1,0.6252436
49186,0,0.08683356
49187,1,0.75626063
49188,1,0.8184965
49189,1,0.8218451
49190,0,0.4500292
49191,0,0.003381213
49192,0,0.25222316
49193,0,0.04446624
49194,1,0.7695699
49195,0,0.32892162
49196,1,0.8482838
49197,0,0.33372214
49198,1,0.79959947
49199,0,0.4697796
49200,0,0.11313154
49201,1,0.6863033
49202,0,0.09809803
49203,1,0.5689179
49204,1,0.87135994
49205,0,0.25506863
49206,1,0.7403395
49207,0,0.14572902
49208,1,0.56904197
49209,0,0.0013856839
49210,0,0.01158584
49211,1,0.8032653
49212,0,0.38521942
49213,0,0.31521425
49214,0,0.11682719
49215,1,0.701337
49216,0,0.055394433
49217,0,0.059997655
49218,1,0.5309824
49219,1,0.7818281
49220,1,0.6941558
49221,0,0.17283486
49222,0,0.1680319
49223,0,0.23154373
49224,0,0.253444
49225,0,0.47400373
49226,0,0.30250517
49227,1,0.70129186
49228,1,0.9178439
49229,0,0.29358074
49230,0,0.07578838
49231,1,0.5758275
49232,1,0.7330381
49233,0,0.08154866
49234,1,0.7882614
49235,0,0.31526846
49236,1,0.5294939
49237,1,0.57588655
49238,0,0.41724706
49239,0,0.080126375
49240,1,0.85573286
49241,1,0.85108703
49242,0,0.0017593188
49243,0,0.17779352
49244,1,0.635105
49245,0,0.42053813
49246,1,0.65578896
49247,1,0.60125464
49248,1,0.60086876
49249,0,0.43927747
49250,0,0.08598082
49251,1,0.9350337
49252,1,0.82791567
49253,0,0.38757113
49254,0,0.085430026
49255,0,0.11788065
49256,1,0.6069099
49257,1,0.6677669
49258,1,0.88821614
49259,1,0.7862235
49260,0,0.20871139
49261,0,0.32484958
49262,1,0.85059917
49263,1,0.7242222
49264,0,0.29105777
49265,0,0.462084
49266,0,0.2809214
49267,0,0.11280669
49268,0,0.048406914
49269,0,1.3147462e-07
49270,1,0.60258126
49271,0,0.27265474
49272,1,0.8592841
49273,1,0.6556487
49274,1,0.84590566
49275,0,0.2248447
49276,1,0.81979483
49277,1,0.5376685
49278,0,0.19559553
49279,0,0.49010113
49280,0,0.037033584
49281,0,0.03647227
49282,0,0.25610885
49283,1,0.68688
49284,1,0.5082135
49285,1,0.8532179
49286,1,0.5582113
49287,1,0.70232683
49288,0,0.14276536
49289,0,0.0002940351
49290,0,0.16454564
49291,0,0.31715885
49292,0,0.18080698
49293,1,0.8652251
49294,1,0.88541377
49295,0,0.2357192
49296,1,0.5107066
49297,1,0.6136001
49298,0,0.35458374
49299,0,0.40377134
49300,1,0.79382586
49301,0,0.098378874
49302,0,0.40377134
49303,1,0.8227107
49304,0,0.01612392
49305,0,0.46390557
49306,0,0.06404873
49307,0,0.35283598
49308,0,0.46449217
49309,1,0.6239717
49310,0,0.06466415
49311,0,0.1814906
49312,1,0.601513
49313,0,0.29552227
49314,1,0.7834372
49315,0,0.3228937
49316,1,0.5002659
49317,0,0.31298092
49318,0,0.10219203
49319,0,0.11537451
49320,1,0.64350003
49321,0,0.33370775
49322,0,0.037485924
49323,1,0.8431764
49324,0,0.08269798
49325,0,0.42984787
49326,1,0.7645997
49327,0,0.13674
49328,0,0.33274412
49329,0,0.00014282789
49330,1,0.9245934
49331,0,0.40059942
49332,1,0.7956809
49333,1,0.6423119
49334,0,0.019493265
49335,1,0.5837328
49336,0,0.08229421
49337,0,0.110774174
49338,1,0.7557414
49339,0,0.015207825
49340,0,0.04550159
49341,0,0.2593835
49342,1,0.82710844
49343,0,0.4871481
49344,0,0.02315594
49345,0,0.15970583
49346,0,0.1471169
49347,0,0.04620789
49348,1,0.50093377
49349,0,0.03290182
49350,1,0.87763983
49351,0,0.28614387
49352,0,0.07314734
49353,1,0.9104635
49354,0,0.00089443405
49355,1,0.6993167
49356,0,0.20823993
49357,0,0.03385485
49358,0,0.44233087
49359,1,0.77001953
49360,1,0.7198271
49361,0,0.26447356
49362,1,0.71327436
49363,0,0.03611048
49364,0,0.03893686
49365,0,0.00011538965
49366,0,8.6251144e-05
49367,1,0.55567604
49368,1,0.7138111
49369,0,0.35008404
49370,1,0.79765725
49371,0,0.2602394
49372,1,0.56764936
49373,1,0.7807838
49374,1,0.5039636
49375,1,0.759949
49376,0,0.039422933
49377,0,0.48131385
49378,0,0.04576071
49379,0,0.25974107
49380,1,0.6256204
49381,0,0.21465237
49382,1,0.78117853
49383,1,0.83504295
49384,1,0.6767472
49385,0,0.24212065
49386,1,0.5953791
49387,1,0.5036645
49388,0,0.09198491
49389,0,0.096014194
49390,0,0.22335988
49391,0,0.17207065
49392,0,0.4803217
49393,0,0.36806968
49394,0,0.2331214
49395,1,0.91348046
49396,1,0.6354187
49397,1,0.82765704
49398,0,0.0262541
49399,0,0.20129906
49400,1,0.92182136
49401,0,0.040463373
49402,1,0.8810016
49403,1,0.80915415
49404,0,0.1370388
49405,0,0.26126987
49406,0,0.17541626
49407,0,0.22857942
49408,0,0.052886
49409,1,0.7202935
49410,0,0.06166966
49411,0,0.027701149
49412,1,0.90233403
49413,1,0.56583756
49414,1,0.7428508
49415,1,0.8941926
49416,1,0.632399
49417,0,0.49289888
49418,1,0.58574224
49419,0,0.059072666
49420,1,0.5204342
49421,0,0.012155945
49422,0,0.07938347
49423,0,0.16144465
49424,1,0.63985986
49425,0,0.30286247
49426,1,0.7902893
49427,0,0.18609397
49428,1,0.6627215
49429,0,0.3396786
49430,1,0.64394027
49431,1,0.6014768
49432,1,0.5694869
49433,0,0.4578682
49434,1,0.80654675
49435,1,0.63642645
49436,1,0.7166946
49437,0,0.3262752
49438,1,0.83957237
49439,0,0.00525616
49440,1,0.95445657
49441,0,0.14762984
49442,1,0.7025272
49443,1,0.66562265
49444,1,0.6188651
49445,1,0.80729353
49446,1,0.82005674
49447,0,0.48251605
49448,1,0.59545386
49449,1,0.89331406
49450,0,0.18004832
49451,1,0.8506067
49452,1,0.9194374
49453,0,0.37338933
49454,0,0.08580574
49455,1,0.54062074
49456,0,0.038106874
49457,1,0.7066703
49458,0,0.034988847
49459,1,0.74364185
49460,1,0.7087967
49461,1,0.7494525
49462,0,0.28633082
49463,1,0.81013304
49464,0,0.22342718
49465,1,0.9162942
49466,0,0.24529235
49467,1,0.7358924
49468,0,0.20818612
49469,1,0.7801381
49470,0,0.29101136
49471,1,0.88860095
49472,0,0.39522818
49473,1,0.7256927
49474,0,0.034006502
49475,0,0.4977681
49476,1,0.77819467
49477,0,0.4701755
49478,0,0.26686752
49479,1,0.86189795
49480,0,0.41356203
49481,0,0.008106809
49482,0,0.10300644
49483,0,0.42875603
49484,1,0.6795104
49485,1,0.59026897
49486,0,0.11435169
49487,1,0.56529284
49488,0,0.14334475
49489,0,0.05548603
49490,1,0.7944688
49491,1,0.5390648
49492,0,0.13232547
49493,1,0.64216834
49494,0,0.16458964
49495,0,0.00022036418
49496,0,5.0614683e-05
49497,0,0.089357235
49498,1,0.8929769
49499,0,0.40556288
49500,1,0.8157919
49501,0,0.117094345
49502,0,0.28567317
49503,0,0.15746054
49504,1,0.5250723
49505,0,0.10780215
49506,0,0.32052597
49507,0,0.39788836
49508,1,0.547299
49509,0,0.0058742147
49510,0,0.03575305
49511,1,0.550114
49512,0,0.032636262
